particles,temperature,humidity,pressure,door_status,user_id,attack_status,timestamp
204,19.17,35.88,5.55,OPEN,user_14,NORMAL,2026-01-04T04:35:57.473183
15,22.07,52.35,12.83,OPEN,user_12,NORMAL,2026-01-04T04:36:03.290049
162,29.08,74.46,23.54,CLOSED,user_9,NORMAL,2026-01-04T04:36:08.827399
367,24.31,41.28,23.04,OPEN,user_8,NORMAL,2026-01-04T04:36:15.246624
375,20.68,51.36,6.32,OPEN,user_7,NORMAL,2026-01-04T04:36:21.857678
93,29.02,66.44,16.4,CLOSED,user_15,NORMAL,2026-01-04T04:36:27.567129
249,19.57,51.7,15.08,OPEN,user_13,NORMAL,2026-01-04T04:36:32.872324
262,28.38,68.43,11.23,CLOSED,user_1,NORMAL,2026-01-04T04:36:38.208406
229,25.22,36.8,20.45,OPEN,user_2,NORMAL,2026-01-04T04:36:43.605853
191,24.84,35.34,15.53,OPEN,user_2,NORMAL,2026-01-04T04:36:49.784866
492,19.01,52.46,18.2,OPEN,user_1,NORMAL,2026-01-04T04:36:56.471759
457,18.15,40.66,11.1,CLOSED,user_1,NORMAL,2026-01-04T04:37:02.229279
250,24.22,59.6,23.66,OPEN,user_13,NORMAL,2026-01-04T04:37:08.231684
280,17.44,60.7,22.06,OPEN,user_11,NORMAL,2026-01-04T04:37:13.462073
382,22.31,70.04,16.32,CLOSED,user_2,NORMAL,2026-01-04T04:37:19.472806
164,29.93,34.19,15.65,OPEN,user_13,NORMAL,2026-01-04T04:37:25.850492
267,26.6,68.29,16.45,OPEN,user_5,NORMAL,2026-01-04T04:37:31.354675
162,26.69,57.23,5.06,OPEN,user_14,NORMAL,2026-01-04T04:37:37.394123
424,26.79,37.98,22.14,CLOSED,user_5,NORMAL,2026-01-04T04:37:42.566026
85,24.43,57.59,10.95,OPEN,user_8,NORMAL,2026-01-04T04:37:47.604525
149,17.0,74.45,9.35,CLOSED,user_12,NORMAL,2026-01-04T04:37:52.695364
13,26.26,44.96,22.47,CLOSED,user_5,NORMAL,2026-01-04T04:37:57.715616
368,27.1,30.85,15.43,OPEN,user_14,NORMAL,2026-01-04T04:38:02.954897
237,23.7,72.21,13.94,CLOSED,user_13,NORMAL,2026-01-04T04:38:07.966126
218,26.75,59.07,24.97,OPEN,user_11,NORMAL,2026-01-04T04:38:12.981492
488,22.16,43.97,12.18,OPEN,user_6,NORMAL,2026-01-04T04:38:17.993888
81,29.25,56.93,17.07,OPEN,user_1,NORMAL,2026-01-04T04:38:23.008025
111,19.18,76.67,15.63,OPEN,user_14,NORMAL,2026-01-04T04:38:28.013118
459,15.86,55.74,13.17,CLOSED,user_3,NORMAL,2026-01-04T04:38:33.017834
142,23.41,63.09,18.51,OPEN,user_10,NORMAL,2026-01-04T04:38:38.024824
187,18.15,45.69,13.21,OPEN,user_14,NORMAL,2026-01-04T04:38:43.029781
269,28.05,65.83,23.42,OPEN,user_8,NORMAL,2026-01-04T04:38:48.035112
95,15.25,71.3,9.65,CLOSED,user_4,NORMAL,2026-01-04T04:38:53.043677
272,27.25,61.75,14.34,CLOSED,user_5,NORMAL,2026-01-04T04:38:58.049398
154,23.23,65.31,5.68,OPEN,user_2,NORMAL,2026-01-04T04:39:03.054553
269,22.06,45.35,22.82,OPEN,user_5,NORMAL,2026-01-04T04:39:08.094537
162,27.89,79.18,18.38,CLOSED,user_14,NORMAL,2026-01-04T04:39:13.100122
165,26.01,41.76,11.58,CLOSED,user_15,NORMAL,2026-01-04T04:39:18.106189
150,21.1,47.44,11.8,OPEN,user_1,NORMAL,2026-01-04T04:39:23.121499
186,29.15,42.59,10.51,OPEN,user_14,NORMAL,2026-01-04T04:39:28.126042
383,21.99,49.9,10.39,OPEN,user_11,NORMAL,2026-01-04T04:39:33.141622
372,24.39,76.67,13.28,OPEN,user_10,NORMAL,2026-01-04T04:39:38.157051
111,26.69,49.98,18.99,OPEN,user_6,NORMAL,2026-01-04T04:39:43.170931
209,16.45,77.98,21.41,CLOSED,user_14,NORMAL,2026-01-04T04:39:48.185747
150,27.74,35.83,24.28,CLOSED,user_1,NORMAL,2026-01-04T04:39:53.205656
200,26.51,71.69,6.62,CLOSED,user_5,NORMAL,2026-01-04T04:39:58.209883
99,15.55,30.76,13.56,OPEN,user_12,NORMAL,2026-01-04T04:40:03.238058
8,25.84,63.38,7.95,CLOSED,user_14,NORMAL,2026-01-04T04:40:08.271812
245,15.23,42.02,19.39,OPEN,user_10,NORMAL,2026-01-04T04:40:13.278029
111,15.14,37.63,7.38,OPEN,user_8,NORMAL,2026-01-04T04:40:18.282701
472,24.81,58.84,8.53,OPEN,user_5,NORMAL,2026-01-04T04:40:23.300314
384,17.56,64.46,8.53,CLOSED,user_13,NORMAL,2026-01-04T04:40:28.321545
493,16.75,70.87,7.68,CLOSED,user_8,NORMAL,2026-01-04T04:40:33.327892
59,26.55,32.67,21.37,OPEN,user_11,NORMAL,2026-01-04T04:40:38.352650
451,23.51,41.18,23.23,CLOSED,user_11,NORMAL,2026-01-04T04:40:43.395750
473,29.35,38.0,17.27,OPEN,user_1,NORMAL,2026-01-04T04:40:48.411591
363,24.22,36.86,21.43,OPEN,user_13,NORMAL,2026-01-04T04:40:53.428902
377,16.62,49.53,11.72,CLOSED,user_10,NORMAL,2026-01-04T04:40:58.434816
172,25.96,36.76,7.69,OPEN,user_3,NORMAL,2026-01-04T04:41:03.440304
140,27.7,79.78,15.45,CLOSED,user_13,NORMAL,2026-01-04T04:41:08.457079
386,24.85,54.91,9.54,CLOSED,user_9,NORMAL,2026-01-04T04:41:13.463096
491,27.92,35.72,8.73,CLOSED,user_7,NORMAL,2026-01-04T04:41:18.479229
278,21.62,74.76,24.68,OPEN,user_14,NORMAL,2026-01-04T04:41:23.500706
152,20.04,52.58,20.22,OPEN,user_13,NORMAL,2026-01-04T04:41:28.505680
91,22.01,49.32,10.51,OPEN,user_12,NORMAL,2026-01-04T04:41:33.529299
245,23.6,78.65,22.91,CLOSED,user_8,NORMAL,2026-01-04T04:41:38.533954
270,18.77,48.35,22.89,CLOSED,user_5,NORMAL,2026-01-04T04:41:43.550387
305,16.4,75.06,7.47,CLOSED,user_5,NORMAL,2026-01-04T04:41:48.566223
435,23.68,33.71,12.49,OPEN,user_2,NORMAL,2026-01-04T04:41:53.583250
202,17.52,58.92,21.14,CLOSED,user_4,NORMAL,2026-01-04T04:41:58.606094
103,16.22,39.73,8.32,OPEN,user_5,NORMAL,2026-01-04T04:42:03.611511
363,29.67,65.9,9.22,OPEN,user_9,NORMAL,2026-01-04T04:42:08.619339
234,26.74,67.71,14.17,CLOSED,user_1,NORMAL,2026-01-04T04:42:13.628707
96,28.27,65.86,15.77,OPEN,user_14,NORMAL,2026-01-04T04:42:18.710870
6,29.8,54.04,6.08,OPEN,user_3,NORMAL,2026-01-04T04:42:23.716226
263,26.33,31.18,19.36,CLOSED,user_12,NORMAL,2026-01-04T04:42:28.731087
359,17.89,32.7,10.83,OPEN,user_8,NORMAL,2026-01-04T04:42:33.739216
83,28.24,45.78,19.74,OPEN,user_8,NORMAL,2026-01-04T04:42:38.752553
19,26.16,56.84,24.87,CLOSED,user_2,NORMAL,2026-01-04T04:42:43.759315
390,27.35,39.63,10.47,CLOSED,user_3,NORMAL,2026-01-04T04:42:48.772891
120,23.81,39.14,16.93,CLOSED,user_8,NORMAL,2026-01-04T04:42:53.825145
397,27.03,54.1,9.53,CLOSED,user_4,NORMAL,2026-01-04T04:42:58.844070
189,21.26,66.49,24.66,OPEN,user_15,NORMAL,2026-01-04T04:43:03.856027
396,25.02,68.39,24.52,CLOSED,user_9,NORMAL,2026-01-04T04:43:08.861025
408,15.52,64.81,10.36,OPEN,user_10,NORMAL,2026-01-04T04:43:13.871785
254,27.28,71.37,14.48,OPEN,user_1,NORMAL,2026-01-04T04:43:18.885254
487,23.67,32.13,9.25,CLOSED,user_5,NORMAL,2026-01-04T04:43:23.897609
244,23.84,37.66,13.55,CLOSED,user_1,NORMAL,2026-01-04T04:43:28.906324
189,20.24,68.87,9.64,CLOSED,user_5,NORMAL,2026-01-04T04:43:33.922755
391,27.41,60.28,8.87,OPEN,user_9,NORMAL,2026-01-04T04:43:38.933560
370,19.99,40.53,19.17,CLOSED,user_15,NORMAL,2026-01-04T04:43:43.958332
448,25.6,64.14,22.75,CLOSED,user_9,NORMAL,2026-01-04T04:43:48.985044
36,20.9,40.86,19.55,CLOSED,user_7,NORMAL,2026-01-04T04:43:54.001499
32,26.21,68.53,11.6,CLOSED,user_10,NORMAL,2026-01-04T04:43:59.027950
388,19.53,79.78,23.27,OPEN,user_11,NORMAL,2026-01-04T04:44:04.038616
255,24.86,69.37,17.89,OPEN,user_7,NORMAL,2026-01-04T04:44:09.049129
123,26.71,78.53,21.78,CLOSED,user_6,NORMAL,2026-01-04T04:44:14.057474
327,27.48,70.26,8.97,CLOSED,user_10,NORMAL,2026-01-04T04:44:19.083580
352,15.91,59.81,16.4,CLOSED,user_10,NORMAL,2026-01-04T04:44:24.352209
64,23.61,35.54,7.26,CLOSED,user_13,NORMAL,2026-01-04T04:44:29.368390
23,18.12,61.29,23.79,CLOSED,user_6,NORMAL,2026-01-04T04:44:34.385531
141,23.84,65.0,7.55,CLOSED,user_12,NORMAL,2026-01-04T04:44:39.411641
266,27.99,57.96,20.18,CLOSED,user_14,NORMAL,2026-01-04T04:44:44.440819
461,16.97,39.79,22.38,OPEN,user_2,NORMAL,2026-01-04T04:44:49.450146
148,25.92,66.18,20.17,CLOSED,user_11,NORMAL,2026-01-04T04:44:54.467320
348,23.57,59.35,14.17,CLOSED,user_6,NORMAL,2026-01-04T04:44:59.495076
270,25.72,51.68,5.64,OPEN,user_2,NORMAL,2026-01-04T04:45:04.513445
254,19.45,79.87,8.56,OPEN,user_3,NORMAL,2026-01-04T04:45:09.535251
381,25.01,33.78,21.4,OPEN,user_13,NORMAL,2026-01-04T04:45:14.552071
195,19.01,71.92,21.14,OPEN,user_6,NORMAL,2026-01-04T04:45:19.576847
211,20.29,56.94,22.87,OPEN,user_14,NORMAL,2026-01-04T04:45:24.594205
26,15.84,54.76,6.97,CLOSED,user_15,NORMAL,2026-01-04T04:45:29.617090
7,26.41,34.31,14.74,CLOSED,user_8,NORMAL,2026-01-04T04:45:34.633299
237,21.26,65.33,5.7,OPEN,user_8,NORMAL,2026-01-04T04:45:39.650753
313,17.48,72.24,5.96,OPEN,user_12,NORMAL,2026-01-04T04:45:44.689029
165,27.59,74.82,10.55,CLOSED,user_4,NORMAL,2026-01-04T04:45:49.748147
298,28.13,51.14,16.94,CLOSED,user_6,NORMAL,2026-01-04T04:45:54.785527
119,17.9,52.78,18.26,CLOSED,user_14,NORMAL,2026-01-04T04:45:59.791747
365,19.71,58.66,19.14,CLOSED,user_7,NORMAL,2026-01-04T04:46:04.795877
346,23.75,66.59,7.65,CLOSED,user_2,NORMAL,2026-01-04T04:46:09.801686
91,29.55,69.93,22.71,OPEN,user_14,NORMAL,2026-01-04T04:46:14.831939
452,24.77,63.09,8.29,CLOSED,user_12,NORMAL,2026-01-04T04:46:19.837629
438,18.58,53.95,8.55,OPEN,user_7,NORMAL,2026-01-04T04:46:24.874841
389,27.28,66.51,18.26,OPEN,user_13,NORMAL,2026-01-04T04:46:29.966068
309,23.16,75.38,23.07,OPEN,user_11,NORMAL,2026-01-04T04:46:34.988569
287,24.7,67.51,22.38,OPEN,user_12,NORMAL,2026-01-04T04:46:40.011769
144,20.61,60.23,21.86,CLOSED,user_7,NORMAL,2026-01-04T04:46:45.065082
278,25.5,68.38,15.22,CLOSED,user_10,NORMAL,2026-01-04T04:46:50.072938
24,28.94,70.32,19.62,OPEN,user_8,NORMAL,2026-01-04T04:46:55.097767
232,23.12,58.07,22.59,OPEN,user_5,NORMAL,2026-01-04T04:47:00.111182
0,20.12,56.79,21.63,OPEN,user_12,NORMAL,2026-01-04T04:47:05.144261
274,28.75,66.64,13.56,CLOSED,user_5,NORMAL,2026-01-04T04:47:10.215006
34,28.45,45.37,10.94,OPEN,user_7,NORMAL,2026-01-04T04:47:15.377524
327,16.06,45.02,11.38,OPEN,user_7,NORMAL,2026-01-04T04:47:20.397867
416,17.73,30.16,14.44,OPEN,user_15,NORMAL,2026-01-04T04:47:25.425009
21,20.86,67.88,10.33,OPEN,user_2,NORMAL,2026-01-04T04:47:30.635464
63,18.4,51.91,10.6,CLOSED,user_2,NORMAL,2026-01-04T04:47:35.683695
380,20.94,64.69,15.85,CLOSED,user_10,NORMAL,2026-01-04T04:47:40.721168
359,15.75,71.05,6.7,OPEN,user_10,NORMAL,2026-01-04T04:47:45.741803
152,28.38,75.49,7.67,OPEN,user_2,NORMAL,2026-01-04T04:47:50.773736
135,28.6,79.44,5.98,OPEN,user_9,NORMAL,2026-01-04T04:47:55.799471
40,22.39,32.36,6.36,OPEN,user_15,NORMAL,2026-01-04T04:48:00.818680
186,18.98,47.0,7.04,OPEN,user_6,NORMAL,2026-01-04T04:48:05.850036
95,16.54,33.75,23.68,CLOSED,user_1,NORMAL,2026-01-04T04:48:10.880739
417,17.7,40.09,14.28,OPEN,user_4,NORMAL,2026-01-04T04:48:15.919443
225,18.13,39.77,14.74,OPEN,user_9,NORMAL,2026-01-04T04:48:20.944932
416,27.52,42.77,6.36,OPEN,user_11,NORMAL,2026-01-04T04:48:25.960978
111,21.17,42.85,22.28,OPEN,user_14,NORMAL,2026-01-04T04:48:30.971792
124,22.28,45.63,10.7,CLOSED,user_13,NORMAL,2026-01-04T04:48:35.997311
220,28.78,58.15,23.65,CLOSED,user_7,NORMAL,2026-01-04T04:48:41.012833
131,29.69,43.45,10.9,OPEN,user_9,NORMAL,2026-01-04T04:48:46.028465
111,29.06,39.25,24.14,CLOSED,user_4,NORMAL,2026-01-04T04:48:51.036968
308,21.75,33.84,13.38,OPEN,user_3,NORMAL,2026-01-04T04:48:56.055587
214,25.77,50.44,8.08,OPEN,user_1,NORMAL,2026-01-04T04:49:01.078734
36,17.05,34.57,18.85,OPEN,user_7,NORMAL,2026-01-04T04:49:06.094467
249,15.77,64.05,15.6,OPEN,user_14,NORMAL,2026-01-04T04:49:11.099187
174,19.99,38.73,5.25,OPEN,user_15,NORMAL,2026-01-04T04:49:16.103375
201,19.57,35.2,9.87,CLOSED,user_11,NORMAL,2026-01-04T04:49:21.107884
225,27.02,77.53,15.46,OPEN,user_7,NORMAL,2026-01-04T04:49:26.122270
377,21.78,47.41,14.3,OPEN,user_13,NORMAL,2026-01-04T04:49:31.135829
266,16.27,53.78,15.23,OPEN,user_10,NORMAL,2026-01-04T04:49:36.140373
144,24.63,35.89,21.05,OPEN,user_10,NORMAL,2026-01-04T04:49:41.154563
140,24.2,33.25,21.66,OPEN,user_1,NORMAL,2026-01-04T04:49:46.174523
336,15.16,36.33,10.9,CLOSED,user_8,NORMAL,2026-01-04T04:49:51.230091
146,22.12,69.31,12.59,CLOSED,user_15,NORMAL,2026-01-04T04:49:56.271338
261,24.65,78.2,22.23,OPEN,user_6,NORMAL,2026-01-04T04:50:01.305276
380,24.05,54.09,10.17,CLOSED,user_4,NORMAL,2026-01-04T04:50:06.342530
25,23.12,75.93,6.11,OPEN,user_15,NORMAL,2026-01-04T04:50:11.393280
297,24.36,53.22,23.4,CLOSED,user_15,NORMAL,2026-01-04T04:50:16.403452
218,26.72,61.36,13.48,OPEN,user_13,NORMAL,2026-01-04T04:50:21.432180
125,24.03,47.54,16.07,CLOSED,user_12,NORMAL,2026-01-04T04:50:26.438260
377,27.58,37.61,9.49,CLOSED,user_10,NORMAL,2026-01-04T04:50:31.452254
39,28.04,33.94,20.36,OPEN,user_9,NORMAL,2026-01-04T04:50:36.524148
268,20.27,45.07,6.85,CLOSED,user_1,NORMAL,2026-01-04T04:50:41.538071
122,22.56,58.57,15.48,OPEN,user_9,NORMAL,2026-01-04T04:50:46.684155
417,25.38,43.83,10.34,OPEN,user_7,NORMAL,2026-01-04T04:50:51.724932
108,29.14,36.34,22.98,CLOSED,user_13,NORMAL,2026-01-04T04:50:56.768374
287,20.31,49.85,10.15,CLOSED,user_13,NORMAL,2026-01-04T04:51:02.128581
142,17.36,37.37,22.81,OPEN,user_15,NORMAL,2026-01-04T04:51:07.325178
316,24.73,70.95,18.29,CLOSED,user_13,NORMAL,2026-01-04T04:51:12.853503
192,24.49,39.22,22.05,OPEN,user_4,NORMAL,2026-01-04T04:51:17.956076
192,28.94,39.97,6.21,OPEN,user_1,NORMAL,2026-01-04T04:51:23.004318
488,19.95,69.25,14.52,OPEN,user_10,NORMAL,2026-01-04T04:51:28.048453
214,17.43,31.08,8.86,OPEN,user_5,NORMAL,2026-01-04T04:51:33.205023
416,23.35,57.23,18.14,OPEN,user_8,NORMAL,2026-01-04T04:51:38.236978
173,24.68,36.69,20.63,OPEN,user_6,NORMAL,2026-01-04T04:51:43.245059
64,23.28,56.81,7.26,CLOSED,user_10,NORMAL,2026-01-04T04:51:48.289357
52,19.38,60.69,19.14,OPEN,user_13,NORMAL,2026-01-04T04:51:53.311874
378,26.01,67.23,14.31,OPEN,user_9,NORMAL,2026-01-04T04:51:58.325068
204,21.5,62.22,18.26,OPEN,user_4,NORMAL,2026-01-04T04:52:03.378049
172,21.59,59.0,5.92,CLOSED,user_6,NORMAL,2026-01-04T04:52:08.391077
398,20.12,68.96,8.71,CLOSED,user_10,NORMAL,2026-01-04T04:52:13.417507
136,25.6,61.84,11.99,OPEN,user_1,NORMAL,2026-01-04T04:52:18.445418
137,25.37,30.37,7.44,OPEN,user_1,NORMAL,2026-01-04T04:52:24.088350
429,19.57,55.54,21.06,CLOSED,user_11,NORMAL,2026-01-04T04:52:29.097686
349,18.9,76.22,8.93,OPEN,user_12,NORMAL,2026-01-04T04:52:34.139863
343,24.54,55.21,15.65,CLOSED,user_2,NORMAL,2026-01-04T04:52:39.148432
68,21.8,31.55,24.7,CLOSED,user_15,NORMAL,2026-01-04T04:52:44.159521
97,22.16,65.55,25.0,OPEN,user_3,NORMAL,2026-01-04T04:52:49.180676
85,25.81,66.42,12.22,OPEN,user_2,NORMAL,2026-01-04T04:52:54.190838
129,27.36,53.98,23.19,CLOSED,user_8,NORMAL,2026-01-04T04:52:59.212247
437,25.46,52.23,21.72,CLOSED,user_14,NORMAL,2026-01-04T04:53:04.218483
53,16.86,74.68,22.77,OPEN,user_10,NORMAL,2026-01-04T04:53:09.228201
472,27.01,30.61,8.19,CLOSED,user_12,NORMAL,2026-01-04T04:53:14.241502
390,16.78,75.36,20.86,OPEN,user_2,NORMAL,2026-01-04T04:53:19.256426
485,23.27,70.64,7.42,OPEN,user_9,NORMAL,2026-01-04T04:53:24.264106
144,28.05,34.31,12.52,OPEN,user_6,NORMAL,2026-01-04T04:53:29.281518
142,22.21,40.52,12.94,OPEN,user_5,NORMAL,2026-01-04T04:53:34.305010
237,16.62,79.74,7.58,OPEN,user_13,NORMAL,2026-01-04T04:53:39.329387
387,18.2,62.22,18.99,CLOSED,user_14,NORMAL,2026-01-04T04:53:44.334577
350,26.37,68.68,20.2,OPEN,user_6,NORMAL,2026-01-04T04:53:49.353447
13,16.91,72.0,9.38,OPEN,user_1,NORMAL,2026-01-04T04:53:54.370954
432,16.99,44.42,16.1,CLOSED,user_1,NORMAL,2026-01-04T04:53:59.468539
105,26.2,50.45,7.92,OPEN,user_13,NORMAL,2026-01-04T04:54:04.493367
201,19.76,68.42,22.13,OPEN,user_11,NORMAL,2026-01-04T04:54:11.118639
337,19.57,36.46,14.53,CLOSED,user_15,NORMAL,2026-01-04T04:54:16.327151
52,22.7,33.44,14.43,CLOSED,user_4,NORMAL,2026-01-04T04:54:21.340590
404,15.88,72.7,9.4,OPEN,user_7,NORMAL,2026-01-04T04:54:26.374228
459,22.36,33.3,23.29,CLOSED,user_15,NORMAL,2026-01-04T04:54:31.402075
282,29.19,73.68,5.48,CLOSED,user_2,NORMAL,2026-01-04T04:54:36.407098
191,27.21,68.09,15.38,CLOSED,user_5,NORMAL,2026-01-04T04:54:41.417141
183,28.08,74.56,24.36,OPEN,user_1,NORMAL,2026-01-04T04:54:46.422987
314,15.83,38.08,18.84,CLOSED,user_1,NORMAL,2026-01-04T04:54:51.461773
107,24.74,66.61,7.93,CLOSED,user_10,NORMAL,2026-01-04T04:54:56.488078
151,26.91,74.37,24.49,OPEN,user_4,NORMAL,2026-01-04T04:55:01.510830
154,19.96,69.25,22.52,CLOSED,user_13,NORMAL,2026-01-04T04:55:06.533143
390,28.0,41.19,18.77,OPEN,user_11,NORMAL,2026-01-04T04:55:11.570850
212,15.54,70.32,13.62,CLOSED,user_4,NORMAL,2026-01-04T04:55:16.588274
407,18.15,68.48,22.81,OPEN,user_6,NORMAL,2026-01-04T04:55:21.615127
485,20.13,41.08,11.85,CLOSED,user_2,NORMAL,2026-01-04T04:55:26.634613
39,25.01,56.47,22.4,OPEN,user_6,NORMAL,2026-01-04T04:55:31.666227
32,21.26,46.56,12.89,OPEN,user_12,NORMAL,2026-01-04T04:55:36.723704
95,16.61,58.45,15.3,OPEN,user_9,NORMAL,2026-01-04T04:55:41.729827
473,27.19,77.94,14.28,CLOSED,user_9,NORMAL,2026-01-04T04:55:46.741193
375,28.65,64.81,19.06,OPEN,user_5,NORMAL,2026-01-04T04:55:51.747033
354,16.08,58.94,18.85,CLOSED,user_15,NORMAL,2026-01-04T04:55:56.770391
161,23.38,49.3,23.95,CLOSED,user_11,NORMAL,2026-01-04T04:56:01.780796
119,26.03,79.62,20.41,OPEN,user_5,NORMAL,2026-01-04T04:56:06.802941
101,18.08,42.19,19.01,CLOSED,user_5,NORMAL,2026-01-04T04:56:11.829673
141,21.54,60.25,21.68,OPEN,user_9,NORMAL,2026-01-04T04:56:16.837790
211,22.1,54.43,14.98,OPEN,user_6,NORMAL,2026-01-04T04:56:21.871357
173,24.04,34.72,9.58,CLOSED,user_12,NORMAL,2026-01-04T04:56:26.885773
207,24.8,70.74,18.33,CLOSED,user_5,NORMAL,2026-01-04T04:56:31.908639
373,27.21,77.04,20.47,CLOSED,user_13,NORMAL,2026-01-04T04:56:36.941643
293,18.7,70.6,15.17,CLOSED,user_2,NORMAL,2026-01-04T04:56:41.978456
279,29.2,79.22,15.25,OPEN,user_14,NORMAL,2026-01-04T04:56:47.014768
176,15.69,70.98,14.68,OPEN,user_1,NORMAL,2026-01-04T04:56:52.020566
452,16.06,63.34,8.15,OPEN,user_11,NORMAL,2026-01-04T04:56:57.053933
459,20.3,56.05,8.81,CLOSED,user_5,NORMAL,2026-01-04T04:57:02.061242
376,21.47,52.84,19.92,OPEN,user_3,NORMAL,2026-01-04T04:57:07.066126
123,27.33,67.91,10.7,CLOSED,user_11,NORMAL,2026-01-04T04:57:12.075678
99,21.43,42.25,6.24,OPEN,user_5,NORMAL,2026-01-04T04:57:17.101040
483,28.51,74.79,22.27,OPEN,user_2,NORMAL,2026-01-04T04:57:22.129224
471,22.85,39.96,23.61,CLOSED,user_4,NORMAL,2026-01-04T04:57:27.179476
37,22.66,39.06,15.99,OPEN,user_7,NORMAL,2026-01-04T04:57:32.186825
307,27.36,55.4,7.21,CLOSED,user_7,NORMAL,2026-01-04T04:57:37.213927
269,20.24,49.65,12.27,OPEN,user_2,NORMAL,2026-01-04T04:57:42.248837
268,20.18,79.85,18.6,OPEN,user_7,NORMAL,2026-01-04T04:57:47.263980
259,27.3,78.66,13.61,OPEN,user_4,NORMAL,2026-01-04T04:57:52.308028
255,29.17,49.05,20.07,OPEN,user_13,NORMAL,2026-01-04T04:57:57.354608
131,23.26,55.47,12.61,CLOSED,user_12,NORMAL,2026-01-04T04:58:02.394537
428,16.98,38.28,16.96,CLOSED,user_12,NORMAL,2026-01-04T04:58:07.427213
57,17.1,33.77,13.62,CLOSED,user_11,NORMAL,2026-01-04T04:58:12.469343
175,18.79,41.39,14.04,OPEN,user_2,NORMAL,2026-01-04T04:58:17.486242
376,15.08,59.27,17.72,OPEN,user_7,NORMAL,2026-01-04T04:58:22.534980
383,21.78,44.87,6.1,OPEN,user_3,NORMAL,2026-01-04T04:58:27.556715
357,18.52,75.87,17.64,CLOSED,user_7,NORMAL,2026-01-04T04:58:32.579046
207,21.81,58.65,7.43,OPEN,user_8,NORMAL,2026-01-04T04:58:37.596138
482,29.51,47.24,16.72,OPEN,user_1,NORMAL,2026-01-04T04:58:42.629168
72,17.83,67.45,24.64,CLOSED,user_1,NORMAL,2026-01-04T04:58:47.634667
362,22.87,52.72,18.89,CLOSED,user_9,NORMAL,2026-01-04T04:58:52.670183
484,15.73,31.63,23.74,OPEN,user_1,NORMAL,2026-01-04T04:58:57.692345
363,24.31,61.05,6.01,CLOSED,user_14,NORMAL,2026-01-04T04:59:02.710272
88,23.56,51.95,24.72,OPEN,user_1,NORMAL,2026-01-04T04:59:07.743863
433,25.79,72.98,18.34,OPEN,user_10,NORMAL,2026-01-04T04:59:12.748005
470,20.22,41.32,21.6,OPEN,user_15,NORMAL,2026-01-04T04:59:17.755302
83,27.42,58.27,19.72,OPEN,user_8,NORMAL,2026-01-04T04:59:22.768219
333,16.25,79.32,14.85,OPEN,user_12,NORMAL,2026-01-04T04:59:27.773795
214,26.41,58.67,13.74,OPEN,user_7,NORMAL,2026-01-04T04:59:32.781321
331,26.64,37.51,7.84,CLOSED,user_11,NORMAL,2026-01-04T04:59:37.811689
437,18.0,75.42,11.3,CLOSED,user_9,NORMAL,2026-01-04T04:59:42.819471
453,27.4,43.61,11.96,OPEN,user_12,NORMAL,2026-01-04T04:59:47.837107
66,18.51,38.85,11.46,CLOSED,user_4,NORMAL,2026-01-04T04:59:52.858443
368,19.84,40.85,16.5,OPEN,user_1,NORMAL,2026-01-04T04:59:57.877430
402,18.26,73.47,24.63,OPEN,user_8,NORMAL,2026-01-04T05:00:02.897073
407,26.89,70.81,10.44,CLOSED,user_5,NORMAL,2026-01-04T05:00:07.921020
431,26.07,48.65,11.63,OPEN,user_9,NORMAL,2026-01-04T05:00:12.935601
43,20.78,49.84,18.4,OPEN,user_3,NORMAL,2026-01-04T05:00:17.955646
500,27.93,41.38,13.0,CLOSED,user_10,NORMAL,2026-01-04T05:00:22.975481
413,15.94,53.79,7.65,CLOSED,user_12,NORMAL,2026-01-04T05:00:28.003164
431,24.33,79.38,24.79,CLOSED,user_4,NORMAL,2026-01-04T05:00:33.054484
182,24.75,53.55,20.53,CLOSED,user_15,NORMAL,2026-01-04T05:00:38.083934
376,22.62,71.67,8.77,OPEN,user_6,NORMAL,2026-01-04T05:00:43.089197
123,23.4,45.12,13.04,OPEN,user_10,NORMAL,2026-01-04T05:00:48.111508
13,23.48,46.44,19.64,OPEN,user_6,NORMAL,2026-01-04T05:00:53.132211
99,17.3,49.86,12.12,CLOSED,user_9,NORMAL,2026-01-04T05:00:58.149786
204,28.6,39.23,20.99,OPEN,user_6,NORMAL,2026-01-04T05:01:03.165281
284,21.05,62.66,18.23,CLOSED,user_10,NORMAL,2026-01-04T05:01:08.199343
342,28.84,70.0,16.6,CLOSED,user_2,NORMAL,2026-01-04T05:01:13.224671
138,15.99,64.03,12.02,CLOSED,user_9,NORMAL,2026-01-04T05:01:18.236901
123,27.49,63.83,11.49,OPEN,user_3,NORMAL,2026-01-04T05:01:23.267413
17,22.04,79.43,7.68,OPEN,user_8,NORMAL,2026-01-04T05:01:28.301953
151,15.44,64.51,6.0,CLOSED,user_14,NORMAL,2026-01-04T05:01:33.335532
181,25.44,73.63,6.73,OPEN,user_6,NORMAL,2026-01-04T05:01:38.356432
495,24.04,73.67,18.83,OPEN,user_12,NORMAL,2026-01-04T05:01:43.391155
453,24.95,70.4,21.94,OPEN,user_6,NORMAL,2026-01-04T05:01:48.405698
400,23.25,41.97,13.52,OPEN,user_10,NORMAL,2026-01-04T05:01:53.423998
